for	91 158 111 167 
a	115 160 124 167 
further	128 158 175 167 
period	179 158 223 169 
of	228 158 242 167 
1	247 158 252 167 
year	258 160 288 169 
as	293 160 309 167 
per	314 160 336 169 
the	340 158 362 167 
details	366 158 412 167 
given	416 158 454 169 
below.	460 157 504 167 
Renewal	259 201 318 210 
Endorsement	323 201 417 210 
No	421 201 439 210 
:	456 203 460 210 
P/121112/01/2023/023280	470 201 642 210 
Customer	20 217 84 226 
Code	88 217 122 226 
:	157 219 161 226 
AA0029045124	176 217 278 226 
GSTIN	438 219 483 228 
:	635 222 639 228 
33AAJCS4517L1Z5	651 219 781 228 
Customer	19 233 84 243 
Name	87 233 126 242 
:	157 238 160 244 
KARTHICK	176 233 251 243 
S	254 233 264 243 
SAC	438 237 468 246 
Code	473 237 508 246 
:	636 240 639 247 
997133/Accident	651 237 762 247 
and	765 237 789 246 
Health	794 237 836 247 
Insurance	841 237 905 247 
Services	909 237 966 247 
Proposer's	20 252 89 263 
Code	94 252 129 261 
:	158 255 161 262 
27352031	178 253 241 261 
Issuing	438 254 484 265 
Office	488 254 526 263 
Code	531 254 566 263 
:	636 256 639 263 
121112	655 254 703 263 
Proposer's	21 271 90 282 
Name	94 271 133 280 
:	158 274 161 280 
KARTHICK	177 271 252 280 
S	255 271 265 280 
Issuing	438 270 484 282 
Office	488 271 526 280 
Name	531 270 569 279 
:	636 273 639 280 
Branch	654 270 699 279 
Office	704 270 742 279 
-Gandhipuram	747 270 841 281 
Address	20 287 74 296 
:	157 289 161 296 
Block	178 286 214 294 
7	218 286 226 294 
4G	230 286 250 295 
Doshi	254 286 291 294 
Nakshatra	296 286 363 294 
2	366 286 375 294 
Issuing	439 290 485 302 
Office	489 290 527 300 
Address	531 291 585 300 
:	636 291 639 298 
1st	654 287 674 296 
Floor,	678 287 714 297 
DBMS	719 287 761 296 
Complex,	766 287 827 298 
41-46,	827 287 869 297 
3rd	178 301 199 310 
Street	204 301 243 310 
Old	246 301 269 310 
SBI	274 301 296 310 
Colony	301 301 347 312 
7th	654 300 674 309 
Street,	678 300 721 310 
Tatabad,	725 300 784 310 
(Above	788 300 834 310 
Bank	839 300 872 308 
of	654 313 666 322 
India)	675 313 711 323 
Gandhipuram	654 327 744 338 
Coimbatore	748 327 827 338 
-	831 331 836 334 
641012	654 341 703 350 
Phone	21 347 62 355 
No	66 347 85 355 
:	157 349 161 355 
/9894066971/	177 347 269 355 
E-mail	21 362 62 371 
Id	66 362 78 371 
:	157 363 161 370 
SK111972@YAHOO.COM	177 361 352 371 
Phone	438 372 480 380 
No	485 372 503 381 
:	636 373 639 380 
0422-4212591	653 371 746 379 
Proposer	21 380 80 390 
GSTIN	84 380 129 388 
:	151 382 154 389 
-	176 385 182 387 
E-mail	439 387 480 395 
Id	485 387 496 395 
:	636 389 640 396 
coimbatore.100ftroad@starhealth.in	655 387 887 396 
Proposal	20 397 77 408 
date	81 397 109 406 
:	151 400 154 407 
18/02/2022	177 398 249 407 
Place	440 403 476 413 
of	481 403 494 413 
Supply	497 403 542 415 
:	635 407 639 413 
-	655 409 660 411 
Date	21 417 51 426 
of	55 417 68 425 
Inception	72 417 131 427 
of	135 417 148 426 
first	151 417 175 426 
policy	179 417 217 427 
:	235 419 238 426 
18-FEB-2022	254 416 341 425 
Fulfiller	439 420 486 429 
Code	489 420 525 429 
:	636 423 639 430 
SH62476	655 420 716 429 
Renewal	22 437 78 445 
Year	82 437 114 445 
:	155 439 159 446 
First	176 437 204 446 
Year	208 437 239 446 
Intermediary	436 441 567 457 
Code	574 441 625 453 
:	648 443 652 450 
LC0000000371	669 440 813 452 
Collection	19 458 83 467 
Number	88 458 141 467 
:	157 459 161 466 
1012028640	179 457 261 467 
Collection	20 476 84 485 
Date	89 476 119 485 
:	157 477 160 483 
08/02/2023	179 474 254 483 
Name	436 472 494 485 
:	647 473 650 480 
M/S.TURTLEMINT	666 472 866 485 
Premium	24 493 81 502 
:Rs	85 493 107 503 
19,170	115 493 158 503 
/-	164 493 173 502 
INSURANCE	665 493 799 506 
BROKING	807 493 915 506 
CGST	21 510 63 519 
@9%	69 510 104 519 
:Rs	109 510 131 519 
1,725/-	138 510 186 520 
SGST/UTGST	199 510 296 520 
@9%	303 510 338 520 
:Rs 1,725/-	342 511 417 521 
SERVICES	665 513 779 527 
PRIVATE	785 514 887 527 
Stamp	23 526 65 537 
Duty	70 526 100 537 
:Rs	104 526 126 535 
1	136 527 141 535 
/-	149 527 158 535 
Total	166 527 199 536 
Premium	204 527 263 536 
:Rs	265 527 286 536 
22620	289 527 331 536 
/-	334 527 344 535 
LIMITED	665 534 766 547 
Phone	436 565 498 578 
No	503 566 532 578 
:	648 567 652 574 
18002660101/9937775334	666 566 912 579 
E-mail	438 600 503 613 
Id	509 600 530 612 
:	648 600 651 607 
statement.invictus@turtlemin	664 598 952 611 
t.com	662 621 715 631 
Total	23 640 58 649 
Premium	63 640 125 649 
In	130 640 142 649 
Words	146 640 192 650 
:	221 643 225 650 
Rupees	231 640 282 651 
Twenty	286 640 337 652 
Two	346 640 375 650 
Thousand	379 640 449 650 
Six	454 640 475 650 
Hundred	480 640 539 650 
Twenty	544 640 595 651 
Only	599 640 632 652 
Installment	685 641 748 649 
Facility	752 641 792 651 
Optn	796 641 824 651 
:No	829 641 848 649 
Premium	24 661 75 669 
Payment	79 661 131 670 
Frequency	135 661 196 670 
:Annual	200 661 244 669 
Installment	358 662 422 670 
Amount	424 662 473 670 
:	474 664 477 670 
Rs.	481 662 499 670 
0	507 663 515 670 
PERIOD	23 682 79 691 
OF	83 682 104 691 
INSURANCE	108 682 197 691 
FROM	212 682 256 691 
:	268 684 272 691 
18/02/2023	285 681 365 691 
00:00	369 681 411 691 
TO	486 682 507 691 
:	534 685 537 692 
Midnight	549 681 616 693 
Of	622 681 640 691 
17/02/2024	645 681 726 691 
Policy	807 681 849 692 
Term	854 681 889 690 
:	894 683 898 690 
1	904 681 909 690 
Year	915 681 946 690 
Details	25 716 76 726 
of	82 716 98 726 
Insured	103 716 161 726 
Persons	166 716 231 726 
:	236 718 239 725 
No.	659 712 684 722 
of	689 712 705 722 
Persons	711 712 773 722 
Insured:	779 712 842 722 
1	855 713 861 723 
SI.	24 738 39 747 
Name	91 740 126 748 
Sex	200 737 222 746 
Date	244 737 272 746 
of	275 737 288 746 
Birth	292 737 321 746 
Age	337 737 362 747 
in	366 737 376 745 
Relationship	397 737 475 747 
Sum	511 737 539 744 
Insured	543 737 589 745 
ID	664 736 676 743 
Card	680 736 709 744 
No	714 736 730 743 
Inception	857 737 914 747 
no.	22 751 42 758 
Yrs	348 748 368 756 
with	392 747 418 756 
Proposer	423 747 480 757 
(Rs.)	536 747 565 757 
Date	872 748 899 757 
1	30 770 36 778 
KARTHICK	76 770 150 779 
S	155 770 164 779 
M	206 769 218 777 
11/12/1972	248 771 321 780 
SELF	419 769 455 778 
1500000	522 770 578 779 
27352031-1	658 767 736 775 
50	350 772 366 781 
18/02/2022	851 769 924 778 
Entered	16 831 62 840 
by	65 831 79 841 
:	116 832 119 838 
SH23931	125 831 178 839 
For	655 827 675 834 
Star	678 827 702 834 
Health	706 827 744 834 
and	747 827 769 834 
Allied	772 827 805 834 
Insurance	808 827 865 834 
Company	869 827 926 837 
Ltd.	929 827 950 834 
Approved	17 848 74 858 
by	77 848 91 858 
:	117 849 121 855 
SH23931	126 848 179 856 
R.Mor	737 850 833 878 
Authorised	742 881 805 889 
Signatory	808 881 864 891 
IRDAI	16 886 65 897 
Regn.	71 886 119 900 
No	125 886 148 897 
129	155 887 184 897 
Corporate	16 904 101 917 
Identity	107 904 169 918 
Number	175 904 242 915 
L66010TN2005PLC056649	253 904 475 915 
Email	16 920 62 930 
ID	69 920 86 930 
:	92 922 96 930 
support@starhealth.in	102 920 293 933 
Please	748 926 783 933 
see	785 928 804 933 
overleaf	807 926 848 933 
2	874 925 882 933 
of	904 926 916 934 
6	925 925 934 933 

TAX	30 70 63 79 
Invoice	68 70 124 79 
STAR	775 89 889 110 
Health	902 101 935 108 
Personal	806 110 846 117 
&	849 111 856 117 
Caring	859 110 889 117 
Insurance	902 110 949 117 
The	767 122 786 128 
Health	788 122 822 128 
Insurance	825 122 876 128 
Specialist	880 122 932 129 
Invoice	28 142 74 151 
No.	78 142 100 150 
:	149 146 152 152 
33K012Y23P000851	175 142 308 151 
Customer	475 140 539 150 
ID	544 141 558 149 
:	638 146 641 152 
AA0029045124	662 141 764 150 
Invoice	28 160 74 169 
Date	79 160 109 169 
:	148 164 151 170 
08/02/23	173 160 231 169 
Policy	476 161 515 172 
No	519 161 538 170 
:	640 165 644 172 
P/121112/01/2023/023280	666 162 836 171 
Recipient	120 180 181 190 
Supplier	639 178 692 189 
GSTIN	26 202 71 210 
:	148 205 152 212 
GSTIN	476 200 521 209 
:	639 206 642 212 
33AAJCS4517L1Z5	664 202 794 211 
Proposer's	27 220 96 231 
:	148 222 152 228 
KARTHICK	175 219 249 228 
S	253 219 262 228 
NAME	478 219 520 227 
:	641 224 645 231 
Star	664 220 691 229 
Health	696 220 738 229 
and	743 221 767 229 
Allied	772 221 808 230 
Insurance	814 221 877 230 
Co	882 220 901 229 
Ltd	906 221 926 230 
Name	26 233 65 241 
-	664 237 668 239 
Branch	672 233 719 242 
Office	724 233 761 242 
-Gandhipuram	765 233 859 244 
Address	26 252 80 261 
:	149 255 152 261 
Block	175 251 210 260 
7	214 251 221 260 
4G	226 251 245 260 
Doshi	250 251 286 260 
Nakshatra	292 251 358 260 
2	362 251 371 260 
Address	475 253 529 262 
:	641 255 644 262 
1st	666 252 685 261 
Floor,	689 252 725 262 
DBMS	731 252 772 260 
Complex,	777 252 836 263 
41-46,	841 252 879 262 
7th	884 252 905 260 
3rd	175 266 196 274 
Street	201 266 239 274 
Old	244 265 266 274 
SBI	271 265 294 274 
Colony	299 265 344 276 
Street,	665 265 707 275 
Tatabad,	712 264 769 274 
(Above	775 265 821 276 
Bank	825 265 859 273 
of	862 265 875 273 
India)	884 265 919 275 
Gandhipuram	665 280 754 290 
Coimbatore	760 280 838 290 
-	842 284 847 286 
641012	851 280 899 289 
City	27 311 52 323 
:	147 314 151 321 
City	476 313 501 323 
:	641 314 644 321 
GANDHIPURAM	664 312 773 321 
State	28 332 61 341 
:	149 336 152 343 
Tamil	175 332 211 341 
Nadu	215 332 249 341 
State	475 332 509 341 
:	640 333 644 340 
Tamil	665 332 702 340 
Nadu	706 332 741 340 
Pincode	28 353 79 362 
:	149 357 152 363 
600045	176 355 225 363 
Pincode	476 353 528 362 
:	640 356 643 362 
641012	666 353 715 362 
Client	27 373 65 382 
Category	68 373 128 384 
:	148 377 151 383 
IND	177 373 201 382 
Place	475 373 511 382 
of	515 373 528 382 
Supply	532 373 576 384 
:	641 377 644 383 
33	667 373 686 382 
Tamil	696 373 732 382 
Nadu	736 373 771 382 
HSN	39 401 69 410 
/	74 401 79 409 
Description	94 402 165 412 
of	171 401 184 410 
Total	211 399 243 407 
Discount	275 399 332 407 
TaxableValue	356 398 446 407 
IGST	459 399 494 408 
@	498 399 511 408 
18%	517 399 545 407 
CGST	554 399 595 408 
@9%	600 400 635 408 
UT/SGST@9%	645 399 745 408 
CESS@1%	751 401 827 410 
Total	842 398 875 407 
Invoice	879 398 925 407 
Value	929 398 967 407 
SAC	42 413 72 422 
Service(s)	94 414 158 425 
A	221 422 231 430 
B	298 421 307 430 
Code	40 426 75 435 
C=A-B	361 422 422 430 
D	458 421 468 430 
=	472 424 481 428 
C	485 421 496 430 
*	501 422 505 425 
IGST	511 421 544 430 
E	581 421 590 429 
=	594 423 604 428 
C	607 420 618 429 
F	672 420 681 429 
=	685 423 695 428 
C	698 421 709 429 
G=C*Cess	756 422 826 431 
H=C+D+E+F+G	859 420 961 429 
*CGST	576 433 622 442 
*UTGST	655 433 710 442 
or	714 435 728 442 
SGST	671 446 711 454 
997133	27 468 76 477 
Insurance	94 467 157 476 
19170	208 465 248 473 
0	302 465 310 473 
19170	381 467 421 475 
1725	572 467 603 475 
1725	676 467 708 476 
Rs.	854 468 874 477 
22620	879 468 925 477 
/-	924 468 932 477 
Services	93 479 149 488 
Total	28 500 61 509 
Invoice	65 500 111 509 
Value	115 500 152 509 
(in	158 500 174 511 
Figures)	178 500 231 511 
:	309 504 312 510 
Rs.	331 502 351 510 
22620	356 502 398 510 
/-	401 502 410 510 
Total	28 520 61 529 
Invoice	66 521 112 530 
Value	116 520 155 530 
(in	158 520 174 531 
Words)	178 520 225 531 
:	309 523 312 530 
Rupees:	331 520 384 531 
Twenty-two	393 520 468 531 
thousand	472 520 532 529 
six	537 520 555 529 
hundred	331 533 384 541 
twenty	388 533 431 543 
only	435 533 462 544 
Amount	28 552 79 560 
of	83 551 96 560 
Tax	99 552 124 560 
Subject	129 551 178 562 
to	181 552 194 560 
reverse	198 553 246 560 
Charge	252 552 298 563 
:	309 556 312 562 
No	331 553 349 561 
Important	28 577 102 589 
Note:	108 577 148 587 
The	27 603 52 612 
invoice	56 603 102 612 
is	106 603 117 612 
issued	121 603 164 612 
as	168 605 183 612 
per	188 605 209 614 
Section	213 603 261 612 
31	266 603 280 612 
of	286 603 299 612 
the	302 603 323 612 
CGST	327 603 368 612 
Act	372 603 394 612 
In	28 629 39 638 
case	44 631 75 637 
no	79 631 95 637 
GSTIN	98 629 145 637 
or	148 631 161 637 
incorrect	165 629 222 637 
GSTIN	225 629 269 637 
is	275 629 285 637 
provided	289 629 345 640 
by	350 629 365 639 
the	369 629 390 638 
Proposer	395 629 454 640 
at	458 630 471 638 
Proposal	475 629 532 640 
stage,	536 630 575 640 
Star	581 629 608 638 
Health	612 629 654 638 
and	658 629 682 638 
Allied	686 629 722 637 
Insurance	728 629 791 638 
Co	795 629 814 637 
Ltd	818 629 838 637 
shall	843 629 873 637 
not	877 630 898 638 
be	902 629 918 637 
responsible	28 642 102 653 
for	106 641 124 650 
any	128 643 152 653 
Input	156 642 188 652 
Tax	192 641 217 650 
Credit	220 641 261 650 
losses	265 642 306 650 
and	310 642 334 650 
no	339 643 355 650 
subsequent	359 642 435 652 
revision	439 642 489 650 
of	494 641 506 650 
invoice	511 641 556 650 
will	559 641 580 650 
be	585 642 601 650 
undertaken.	605 642 682 650 
I/We	26 667 59 676 
hereby	64 667 116 678 
declare	122 667 178 677 
that	184 667 213 677 
though	218 667 272 679 
our	278 669 304 676 
aggregate	309 667 386 679 
turnover	391 667 456 677 
in	462 667 475 677 
any	481 669 509 679 
preceding	514 667 591 679 
financial	596 667 662 677 
year	667 669 701 678 
from	705 667 741 677 
2017-18	746 667 806 677 
onwards	811 667 876 677 
is	882 667 895 676 
more	26 682 65 690 
than	70 680 104 690 
the	109 680 134 690 
aggregate	138 681 215 693 
turnover	220 681 286 690 
notified	292 680 349 690 
under	355 680 399 691 
sub-rule	405 680 469 690 
(4)	475 680 493 692 
of	498 680 514 690 
rule	519 680 548 690 
48,	553 680 575 691 
we	579 682 601 690 
are	606 682 631 690 
not	636 681 661 690 
required	666 680 730 692 
to	735 681 749 690 
prepare	755 682 815 692 
an	820 682 838 690 
invoice	844 680 899 690 
in	905 680 918 690 
terms	25 695 69 704 
of	75 694 90 703 
the	94 694 119 704 
provisions	124 694 205 706 
of	211 694 226 703 
the	231 694 255 704 
said	260 694 291 703 
sub-rule.	297 694 365 703 
E.	28 713 42 722 
&	48 713 58 723 
O.E	28 727 56 737 
This	32 752 60 761 
is	64 752 74 761 
a	79 754 87 760 
digitally	91 752 140 763 
signed	144 752 187 763 
document	192 752 256 761 
and	261 752 285 760 
hence	289 752 328 760 
no	333 754 349 760 
physical	354 752 406 763 
signature	411 752 471 763 
is	475 752 485 761 
required	490 752 544 763 
Entered	16 831 61 839 
by	65 831 79 841 
:	116 832 118 838 
SH23931	125 831 178 839 
For	655 827 674 834 
Star	678 827 702 834 
Health	706 827 743 834 
and	747 827 769 834 
Allied	772 827 804 834 
Insurance	808 827 865 834 
Company	869 827 925 837 
Ltd.	929 827 949 834 
Approved	18 848 74 858 
by	77 848 91 858 
:	117 850 120 855 
SH23931	126 848 179 856 
R.Mor	746 850 831 877 
Authorised	741 881 804 889 
Signatory	808 881 862 891 
Please	747 926 782 933 
see	785 928 804 933 
overleaf	806 927 848 933 
5	874 925 881 933 
of	903 926 916 934 
6	924 925 932 933 

SENIOR	288 44 344 53 
CITIZENS	348 44 415 53 
RED	419 44 450 53 
CARPET	454 44 515 53 
HEALTH	519 44 578 53 
INSURANCE	583 44 670 53 
POLICY	674 44 729 54 
Schedule	465 57 530 67 
Unique	328 70 378 81 
Identification	381 70 472 79 
No.	477 70 499 79 
SHAHLIP22199V062122	499 70 665 79 
Policy	22 88 65 100 
No.	69 88 92 97 
:	158 91 162 98 
P/161221/01/2023/004085	175 88 346 98 
Previous	507 87 568 97 
Policy	574 87 616 99 
No.	621 87 644 97 
:	655 90 659 97 
Customer	22 106 86 115 
Code	90 106 125 115 
:	159 109 162 116 
AA0029104529	173 106 275 115 
GSTIN	508 105 552 114 
:	655 107 659 114 
07AAJCS4517L1Z0	668 105 798 114 
Customer	22 122 86 131 
Name	91 122 129 131 
:	159 126 162 132 
Amit	174 121 204 130 
Nagpal	208 121 254 133 
SAC	506 122 536 131 
Code	542 122 575 131 
:	655 123 658 130 
997133/Accident	668 122 765 130 
and	769 122 791 130 
Health	794 121 831 129 
Insurance	836 121 892 129 
Services	896 121 946 130 
Proposer's	23 139 92 150 
Code	96 139 131 148 
:	159 144 162 150 
32686425	174 139 239 148 
Issue	507 140 542 148 
Office	546 140 584 149 
Code	588 140 623 149 
:	655 142 659 149 
161221	668 140 715 149 
Proposer's	22 157 92 169 
Name	96 157 135 167 
:	159 161 162 168 
Amit	174 158 204 167 
Nagpal	208 158 254 169 
Issue	506 160 541 168 
Office	545 159 584 168 
Name	588 159 626 168 
:	655 162 658 168 
Branch	668 159 714 168 
Office	718 159 756 168 
-	761 163 766 166 
Vasant	770 159 816 168 
Kunj	820 159 849 170 
Address	22 177 76 186 
:	159 180 163 186 
W/O	173 176 203 184 
K.K	207 176 231 185 
NAGPAL,	235 176 298 186 
122	304 176 327 185 
TARUN	331 176 382 185 
Address	506 176 560 185 
:	655 179 658 186 
First	668 177 696 186 
Floor	701 177 734 186 
,22	738 177 758 187 
LSC	762 177 791 187 
,Madangir,	795 177 863 188 
ENCLAVE	174 189 242 198 
Pushp	668 190 709 201 
Vihar	712 190 748 199 
PITAM	174 204 219 213 
PURA	224 204 264 213 
Commercial	667 203 746 213 
Complex	750 204 811 214 
New	824 203 854 213 
Delhi	858 203 891 213 
110062.	668 217 719 226 
New	174 236 204 245 
Delhi,North	208 236 281 247 
West,Delhi	284 236 356 247 
-110034	361 236 415 245 
Phone	24 251 65 260 
No	70 251 88 260 
:	159 253 163 260 
/9205159810/	174 251 265 260 
Phone	509 251 551 260 
No	555 251 574 260 
:	656 253 659 260 
011-46038163,011-	665 251 795 261 
43024820,	667 264 736 274 
011-41722735,	741 264 839 274 
E-mail	24 282 64 290 
Id	69 282 81 291 
:	159 284 163 291 
nagpala897@gmail.com	174 282 333 293 
E-mail	509 281 551 290 
Id	555 281 566 290 
:	656 283 660 290 
vasantkunj.bo@starhealth.in	667 281 854 292 
Proposer	23 300 82 311 
GSTIN	86 300 131 309 
:	160 303 164 310 
07ABYPN0461B2ZM	175 301 314 310 
Place	510 299 546 308 
of	550 299 563 308 
Supply	566 299 611 310 
:	656 303 659 310 
Delhi	671 301 704 310 
/	720 301 726 310 
State	738 301 771 310 
Code	775 301 811 310 
:	819 303 823 310 
7	827 301 835 310 
Proposal	22 317 79 328 
Date	84 317 114 327 
:	159 320 163 327 
16/02/2023	176 317 248 325 
Fulfiller	508 317 556 327 
Code	559 317 594 327 
:	656 320 660 327 
SH59991	666 317 725 326 
Date	24 333 54 343 
of	58 333 71 343 
Inception	75 333 134 344 
of	138 333 151 343 
first	155 333 179 343 
policy	182 333 220 344 
:	264 336 268 343 
16-FEB-2023	290 333 377 343 
Renewal	24 348 81 357 
Year	85 348 116 357 
:	159 350 163 357 
NEW	175 348 210 357 
Collection	23 364 87 373 
Number	92 364 144 373 
:	159 366 162 373 
1749004584	175 365 256 373 
Collection	24 379 88 388 
Date	92 379 123 388 
:	159 381 164 388 
16/02/2023	176 380 249 388 
Intermediary	502 378 614 392 
Code	618 378 663 390 
:	673 382 676 389 
LC0000000371	689 379 834 392 
Premium	25 398 83 407 
:Rs	89 397 111 407 
22,500	118 398 163 408 
/-	171 398 181 407 
Name	507 402 552 412 
:	654 408 658 415 
M/S.TURTLEMINT	666 401 824 412 
INSURANCE	829 401 935 412 
CGST	24 419 65 428 
@9%	70 419 105 429 
:	111 421 114 428 
2,025/-	121 419 169 429 
SGST	179 420 219 429 
/	222 420 228 428 
UTGST	232 420 281 429 
@9%	286 420 324 429 
2,025/-	334 420 382 430 
BROKING	665 418 751 428 
SERVICES	757 418 846 428 
PRIVATE	851 418 932 428 
Stamp	25 437 68 449 
Duty	72 437 102 449 
:Re	107 437 129 446 
1	139 437 145 446 
/-	153 437 162 446 
Total	215 438 248 447 
Premium	253 438 311 447 
:Rs	316 437 338 447 
26,550	345 437 391 447 
/-	394 438 403 447 
Phone	509 432 556 442 
No	561 432 584 442 
:	654 436 658 443 
1800260101/9937775334	664 431 860 444 
E-mail	509 461 561 471 
Id	565 461 581 471 
:	654 464 658 472 
statement.invictus@turtlemint.com	657 462 938 473 
Total	24 494 58 503 
Premium	64 494 125 503 
In	131 494 142 503 
Words	147 494 192 503 
:	222 497 226 503 
Rupees	231 494 283 505 
Twenty	287 494 338 506 
Six	346 494 368 503 
Thousand	372 494 442 503 
Five	448 494 476 503 
Hundred	481 494 541 503 
Fifty	545 494 575 506 
Only	580 494 612 506 
Period	30 516 75 525 
